,selling_price,year,manufacturer,name,cylinders,km_driven,transmission,owner_id,size,type,paint_color
0,17899,2012,volkswagen,golf r,4 cylinders,63500,manual,WVWPF7AJ6CW316713,compact,hatchback,black
1,0,2016,ford,f-150,,10,automatic,1FTMF1EP3GKF13544,,,
2,46463,2015,gmc,sierra 1500,,7554,automatic,3GTU2WEC6FG228025,,,white
3,0,2016,ford,f-150,,10,automatic,1FTEX1EF6GKD25447,,,
4,49999,2018,ford,f-450,,70150,automatic,1FT8W4DT8GEA90427,,pickup,white
5,13999,2009,ram,,,120057,automatic,1D3HV18P89S777871,,pickup,silver
6,34500,2017,ford,f-350,,95484,automatic,1FT8W3BT2HEE98744,,pickup,white
7,14500,2007,gmc,sierra,,89340,automatic,1GTGK13UX7F108498,,pickup,
8,12500,2013,ford,f-250,,226031,automatic,1FT7X2B63DEA44140,,pickup,white
9,34500,2012,ram,,,128153,automatic,3C6UD5PL2CG168524,,pickup,silver
10,5900,1994,ford,f-250,,168838,manual,1FTHX26G5RKA90634,mid-size,pickup,white
11,16500,2013,gmc,yukon,,156385,automatic,1GKS2KE78DR323366,,SUV,silver
12,14500,2007,toyota,tundra,,135287,automatic,5TBBT541X7S456202,,pickup,
13,27999,2015,gmc,sierra,,73612,automatic,3GTU2UEC3FG165339,,pickup,brown
14,14999,2004,ram,,,235790,automatic,3D7KU28C84G124211,,pickup,blue
15,24999,2014,ram,2500,,158156,automatic,3C6UR5HL7EG225433,,pickup,white
16,35500,2015,gmc,sierra,,127515,automatic,1GT424E83FF156444,,pickup,black
17,8999,2002,chevrolet,silverado,,179098,automatic,1GCHK29U72E207523,,pickup,white
18,5999,2003,mercedes-benz,s-class,,185220,automatic,WDBNG84J53A355309,full-size,sedan,silver
19,63500,2019,ford,f-350,,20930,automatic,1FT8W3BT7KEC08165,,pickup,black
20,13500,2010,gmc,sierra,,231570,automatic,1GT5K0BG4AZ227621,,pickup,silver
21,31895,2008,jeep,wrangler rubicon unlimited,8 cylinders,75000,automatic,1J4GA69138L631159,,,
22,9500,2001,ford,excursion limited,8 cylinders,,automatic,,full-size,,grey
23,57995,,,olet Silverado 2500HD,8 cylinders,9458,automatic,1GC1KSEY9KF246893,,pickup,grey
24,4600,2008,honda,civic,4 cylinders,110982,automatic,2HGFA16528H503005,mid-size,sedan,grey
25,32995,2014,gmc,sierra 1500,8 cylinders,93242,automatic,3GTU2WEJ5EG381007,,pickup,grey
26,39995,,,ierra 1500,8 cylinders,15708,automatic,3GTU2MEC0JG379519,,pickup,black
27,26950,2015,ram,3500 hd,6 cylinders,68013,automatic,,,truck,white
28,39995,2016,chevrolet,silverado 1500,8 cylinders,23773,automatic,3GCUKSEC1GG370289,,pickup,black
29,8300,2016,chevrolet,spark ev,,28000,automatic,,,,
30,30000,1992,,American General,8 cylinders,13000,automatic,,,,
31,43995,,,olet Silverado 1500,6 cylinders,7238,automatic,3GCPYBEH9KG157560,,pickup,black
32,37995,2017,ram,1500,8 cylinders,21125,automatic,1C6RR7YT3HS610566,,pickup,white
33,43995,,,ierra 1500,8 cylinders,9968,automatic,1GTR9CED3KZ188151,,pickup,red
34,59995,,,ierra 1500,8 cylinders,9228,automatic,1GTU9FEL8KZ151650,,pickup,white
35,27476,2015,lexus,rx,6 cylinders,41245,automatic,2T2BK1BA9FC340174,,SUV,
36,23500,2011,cadillac,escalade esv,8 cylinders,80855,automatic,1GYS4JEF2BR168893,,SUV,
37,15475,2016,dodge,grand caravan,6 cylinders,58103,automatic,2C4RDGEG8GR235353,,,
38,15475,2018,hyundai,elantra,4 cylinders,11892,automatic,KMHD84LF8JU635314,,sedan,
39,3995,1999,subaru,outback,4 cylinders,215349,automatic,4S3BG6859X6660102,,wagon,blue
40,34900,2015,toyota,tundra,8 cylinders,42649,automatic,5TFAW5F13FX424921,,truck,
41,21475,2018,honda,civic,4 cylinders,10683,automatic,JHMFC1F90JX017062,,sedan,
42,14476,2017,ford,edge,4 cylinders,81130,automatic,2FMPK4G9XHBB59215,,SUV,
43,23295,2013,lexus,gs,6 cylinders,63842,automatic,JTHBE1BL1D5028856,,sedan,silver
44,0,2016,ford,f-350 super duty,,10,automatic,1FT8W3BTXGEC69873,,,black
45,0,2016,ford,focus,,10,automatic,1FADP3F2XGL361600,,,
46,28248,2014,ford,mustang,,8543,manual,1ZVBP8CF5E5217425,,,black
47,23800,2010,,wheelchair van,,37700,automatic,,,,
48,28000,2004,ford,f550 mechanics service,10 cylinders,67348,automatic,1FDAX57S84EA78390,full-size,truck,white
49,15995,2014,ram,1500,8 cylinders,103252,automatic,1C6RR6GT6ES222593,,pickup,silver
50,10550,2014,honda,odyssey ex,6 cylinders,79035,automatic,,,van,black
51,37995,2017,gmc,sierra 1500,8 cylinders,37152,automatic,3GTU2MECXHG428543,,pickup,white
52,18999,2015,mercedes-benz,cla-class,4 cylinders,37000,automatic,WDDSJ4EB3FN168594,,sedan,white
53,79997,2016,mercedes-benz,amg gts,8 cylinders,28000,automatic,WDDYJ7JA5GA008007,,coupe,white
54,18999,2013,bmw,3 series,6 cylinders,65000,automatic,WBAKG1C59DJ217447,,coupe,black
55,44995,,,a Tundra,8 cylinders,9650,automatic,5TFDY5F10KX846095,,pickup,grey
56,33950,1935,ford,2dr sedan,,0,automatic,181819073,,sedan,white
57,2500,2004,ford,mustang,6 cylinders,129000,manual,,full-size,coupe,blue
58,68500,2019,cadillac,escalade luxury,8 cylinders,8800,manual,1FT7W2BT9HEC25449,full-size,,
59,22995,2013,ford,f-150,8 cylinders,63425,automatic,1FTFW1CF7DFA11420,,pickup,red
60,28895,2016,ram,1500,8 cylinders,19086,automatic,1C6RR7GT6GS369389,,truck,red
61,105500,2017,mercedes-benz,sprinter 2500 4x4,6 cylinders,35000,other,WD4FE7CD1HP550108,,van,blue
62,54997,2010,mercedes-benz,g-class,8 cylinders,75000,automatic,WDCYC7BF3AX184101,,SUV,black
63,29999,2012,mercedes-benz,cls-class,8 cylinders,83000,automatic,WDDLJ7EBXCA016921,,sedan,black
64,14795,2008,lexus,gx,8 cylinders,164666,automatic,JTJBT20X880168597,,SUV,white
65,36995,2014,ford,f-150,8 cylinders,93452,automatic,1FTFW1R62EFC34506,,pickup,black
66,8950,2014,chrysler,300,6 cylinders,58677,automatic,,,sedan,grey
67,16500,2006,toyota,tacoma xrunner,,,manual,,,,red
68,36995,2015,gmc,sierra 2500hd,8 cylinders,67425,automatic,1GT12YEG3FF525899,,pickup,white
69,24700,2010,ram,diesel cummins 3500,6 cylinders,262000,automatic,3D73Y3CL1AG111057,,truck,silver
70,14900,2010,toyota,4runner,6 cylinders,78728,automatic,JTEZU5JR1A5006184,,SUV,
71,34876,2011,cadillac,cts-v,8 cylinders,48289,automatic,1G6DV1EP5B0134118,,coupe,
72,12495,2019,nissan,altima,4 cylinders,11092,automatic,1N4BL4BV5KC246016,mid-size,sedan,black
73,32975,2016,jeep,wrangler,6 cylinders,28282,manual,1C4HJWFG6GL275260,,SUV,
74,6495,2018,ford,focus,4 cylinders,24469,automatic,1FADP3F25JL303756,compact,sedan,white
75,31221,2016,mercedes-benz,e-class,6 cylinders,14222,automatic,WDDHF6HB5GB168585,,sedan,
76,19499,2008,jeep,wrangler,6 cylinders,60004,manual,1J4GA641X8L537030,,SUV,
77,0,2014,chevrolet,cruze,4 cylinders,68908,automatic,1G1PH5SBXE7233345,,sedan,
78,13976,2011,toyota,tacoma,4 cylinders,93157,manual,5TFTX4CN8BX002242,,truck,
79,5495,2016,mitsubishi,outlander sport,4 cylinders,55149,automatic,JA4AP3AU6GZ034124,compact,SUV,grey
80,8499,2005,volkswagen,beetle,4 cylinders,43524,automatic,3VWCK31C15M413936,,hatchback,
81,21999,2004,mercedes-benz,sl-class,8 cylinders,55000,automatic,WDBSK74F44F077045,,convertible,black
82,37995,,,olet Silverado 1500,6 cylinders,15252,automatic,3GCUKREH2JG303910,,pickup,black
83,0,2016,buick,encore,4 cylinders,36959,automatic,,,SUV,custom
84,7495,2017,nissan,sentra,4 cylinders,70109,automatic,3N1AB7APXHL666786,compact,sedan,white
85,26950,2019,nissan,armada,8 cylinders,8871,automatic,JN8AY2NCXK9588424,,SUV,black
86,6995,2010,chevrolet,traverse,6 cylinders,115266,automatic,1GNLVFED5AS118927,mid-size,SUV,black
87,7995,2014,toyota,corolla,4 cylinders,69260,automatic,2T1BURHE3EC133091,compact,sedan,silver
88,2250,2004,toyota,celica,4 cylinders,113248,automatic,JTDDR32T340179723,,hatchback,silver
89,59995,,,ierra 1500,8 cylinders,6815,automatic,1GTU9FEL9KZ313074,,pickup,black
90,2800,2006,acura,tsx,4 cylinders,104421,automatic,JH4CL96846C027844,,sedan,silver
91,5495,2015,nissan,frontier,4 cylinders,75506,automatic,1N6BD0CTXFN716934,,pickup,white
92,8995,2019,nissan,sentra,4 cylinders,19558,automatic,3N1AB7AP3KY264442,compact,sedan,blue
93,7995,2019,mitsubishi,eclipse cross,4 cylinders,8161,automatic,JA4AT3AA5KZ037316,compact,SUV,white
94,3250,2017,ford,focus,4 cylinders,31336,automatic,1FADP3H20HL277123,compact,sedan,grey
95,16476,2004,chevrolet,corvette,8 cylinders,46153,automatic,1G1YY32G145131821,,convertible,
96,6800,2004,nissan,350z,6 cylinders,21274,manual,JN1AZ36A64T003861,,convertible,silver
97,14800,2019,chevrolet,equinox,4 cylinders,10868,automatic,2GNAXUEV3K6181852,compact,SUV,black
98,8995,2019,chevrolet,express 3500,8 cylinders,7974,automatic,1GAZGPFGXK1199726,,van,white
99,6995,2017,dodge,charger,6 cylinders,35370,automatic,2C3CDXFG2HH605566,mid-size,sedan,black
100,13495,2014,ford,f-150,6 cylinders,69614,automatic,1FTFW1ET9EKF63898,full-size,pickup,red
101,0,2016,kia,k900,6 cylinders,18949,automatic,,,sedan,white
102,5995,2018,kia,forte,4 cylinders,34238,automatic,3KPFL4A78JE166294,compact,sedan,brown
103,6995,2017,nissan,sentra,4 cylinders,46578,automatic,3N1AB7AP0HY315453,compact,sedan,red
104,7995,2019,jeep,compass,4 cylinders,19548,automatic,3C4NJDDB2KT659242,compact,SUV,black
105,7995,2019,dodge,grand caravan,6 cylinders,24008,automatic,2C4RDGCG9KR542378,mid-size,van,grey
106,0,2016,ford,f-150,,10,automatic,1FTEW1EP7GKE84912,,,
107,7200,2004,lexus,es 330,,150523,automatic,JTHBA30G645025934,,,silver
108,0,2016,ford,f-150,,10,automatic,1FTMF1EF7GKD83078,,,
109,12000,2015,volkswagen,jetta,4 cylinders,65000,automatic,,full-size,sedan,white
110,4995,2013,toyota,prius,4 cylinders,116083,automatic,JTDKN3DU9D5549374,mid-size,hatchback,white
111,24999,2018,ford,transit cargo 250,,9389,automatic,1FTYR1ZM9JKB11981,,van,white
112,4000,2011,nissan,altima 2.5 s,4 cylinders,110000,automatic,1N4AL2AP8BN463891,full-size,sedan,blue
113,49995,,,olet Silverado 2500HD,8 cylinders,28425,automatic,1GC1KVEY1JF180808,,pickup,white
114,16999,2013,subaru,brz,4 cylinders,32000,automatic,JF1ZCAC11D2613768,,coupe,grey
115,22999,2017,subaru,wrx,4 cylinders,39000,manual,JF1VA1B62H9820619,,sedan,white
116,29999,2012,rover,sport,8 cylinders,61000,automatic,SALSP2E48CA728202,,SUV,black
117,39999,2011,bmw,m3,8 cylinders,29000,automatic,WBSKG9C52BE645280,,coupe,blue
118,21999,2014,bmw,7 series,6 cylinders,76000,automatic,WBAYE4C57ED137968,,sedan,white
119,31999,2018,alfa-romeo,romeo stelvio,4 cylinders,22000,automatic,ZASFAKBN3J7B93787,,SUV,white
120,24999,2016,bmw,4 series,6 cylinders,56000,automatic,WBA4B1C57GG242291,,sedan,white
121,16999,2016,chevrolet,colorado,6 cylinders,59000,automatic,1GCHSBE31G1260858,,,grey
122,21999,2015,bmw,3 series,4 cylinders,56000,automatic,WBA3G7C54FK481230,,sedan,blue
123,14999,2005,bmw,645ci convertible,8 cylinders,43000,automatic,WBAEK73485B325513,,convertible,white
124,25999,2014,bmw,x6,6 cylinders,49000,automatic,5UXFG2C52E0H10275,,SUV,white
125,28999,2017,ford,mustang,8 cylinders,5000,manual,1FA6P8CF8H5272336,,coupe,white
126,28950,2019,ford,f-250 super duty xl,8 cylinders,2890,automatic,,,truck,white
127,22995,2016,ram,1500,8 cylinders,54252,automatic,3C6RR6KT3GG145506,,pickup,black
128,10550,2011,nissan,titan sv 4x4,8 cylinders,66328,automatic,,,truck,grey
129,49995,,,500,8 cylinders,8512,automatic,1C6SRFLT2KN630946,,pickup,red
130,30995,2019,ford,edge,4 cylinders,14649,automatic,2FMPK4K98KBB81728,,SUV,silver
131,34995,,,olet Silverado 1500,6 cylinders,16161,automatic,1GCVKREH0JZ104584,,pickup,grey
132,12000,2005,ram,2500,,159626,automatic,,,,
133,58995,2017,ford,super duty f-250 srw,8 cylinders,32537,automatic,1FT7W2BT3HEC92905,,pickup,black
134,0,2008,,WORKHORSE W42,,,automatic,5B4KPD27083435266,,other,white
135,38995,2016,ford,f-150,8 cylinders,38086,automatic,1FTEW1EF4GFC63056,full-size,truck,white
136,46995,2018,jeep,wrangler,6 cylinders,20283,automatic,1C4HJXFGXJW280263,full-size,SUV,grey
137,14995,2010,ford,gt,8 cylinders,28656,manual,1ZVBP8CH8A5138407,mid-size,coupe,blue
138,56995,2018,ford,expedition,6 cylinders,34388,automatic,1FMJK1MT0JEA29541,full-size,SUV,white
139,10995,2011,gmc,acadia,6 cylinders,135529,automatic,1GKKVSED7BJ280339,full-size,SUV,custom
140,16975,2013,honda,cr-v,4 cylinders,81226,automatic,2HKRM4H72DH657279,,SUV,
141,0,2015,nissan,altima 2.5 sl,4 cylinders,29475,automatic,1N4AL3AP1FN874030,,sedan,
142,13999,2007,mercedes-benz,slk,6 cylinders,48130,automatic,WDBWK56F27F150601,,convertible,
143,21500,2015,gmc,sierra 1500,8 cylinders,126520,automatic,,,,white
144,3700,2005,mazda,3 hatchback,4 cylinders,,automatic,upon request,mid-size,hatchback,silver
145,34495,2012,chevrolet,silverado 3500 hd crew cab,8 cylinders,108437,automatic,1GC4K1C88CF116535,,pickup,black
146,17500,2018,toyota,c-hr,4 cylinders,33565,automatic,NMTKHMBX1JR028387,,SUV,red
147,20495,2016,chevrolet,express 3500 passenger,8 cylinders,33293,automatic,1GAZGPFG6G1248329,,other,white
148,22795,2015,mercedes-benz,sprinter 2500 passenger,6 cylinders,216694,automatic,WDZPE8CC2F5982081,,other,black
149,6795,2010,chrysler,town & country,6 cylinders,123352,automatic,2A4RR4DE3AR220387,,other,custom
150,3150,2003,chevrolet,trailblazer,8 cylinders,,automatic,,mid-size,SUV,black
151,5500,2006,chevrolet,silverado,,,automatic,,,,
152,8845,2010,chevrolet,malibu,,61700,automatic,1G1ZE5E79AF301806,,sedan,silver
153,8490,2015,mitsubishi,mirage,,51712,automatic,ML32A4HJXFH032686,,hatchback,purple
154,6445,2012,chevrolet,sonic,,99587,automatic,1G1JC5SB2C4204246,,sedan,white
155,7435,2004,ram,1500,,201312,automatic,1D7HA18D54S738020,,pickup,silver
156,25495,2012,ram,3500 crew cab,6 cylinders,314464,automatic,3C63DRJL1CG160300,,pickup,white
157,5000,2003,toyota,tundra,,209000,automatic,5TBRT34183S350814,,truck,white
158,10499,2008,saturn,sky red line,4 cylinders,89869,manual,1G8MG35X38Y110777,,convertible,black
159,7295,1981,chevrolet,blazer,,88728,automatic,1G8EK18L5BF113098,,,white
160,23795,2009,chevrolet,silverado 2500 hd extended cab,8 cylinders,134031,automatic,1GCHK69699E148297,,pickup,custom
161,9995,2008,gmc,w4500 hd dsl reg,4 cylinders,200000,automatic,J8DC4W16487000611,,pickup,
162,26795,2015,chevrolet,silverado 2500 hd crew cab,8 cylinders,100616,automatic,1GC1KVEG3FF575667,,pickup,silver
163,29000,2014,ford,f-150,8 cylinders,32000,automatic,,full-size,pickup,black
164,7999,2006,ford,econoline e350,8 cylinders,196000,automatic,,full-size,truck,white
165,27701,2017,mercedes-benz,glc300,,39106,automatic,WDC0G4JB4HF164180,,,
166,21000,2013,toyota,4runner,6 cylinders,119000,automatic,,,,
167,6500,1999,nissan,frontier,4 cylinders,75400,automatic,,,pickup,silver
168,550,1992,mitsubishi,mighty max,4 cylinders,,manual,,,,
169,19000,2010,toyota,tundra,8 cylinders,,automatic,,,truck,black
170,4500,2004,volkswagen,new beetle,4 cylinders,74000,automatic,3VWBK31C84M406413,compact,hatchback,yellow
171,7500,1950,dodge,trucj,8 cylinders,1000,automatic,83350765,mid-size,truck,grey
172,13500,2004,jeep,wrangler unlimited,6 cylinders,133287,automatic,1J4FA49S34P787598,mid-size,SUV,custom
173,6000,1955,chrysler,windsor,8 cylinders,0,automatic,W5526296,full-size,coupe,grey
174,1600,2004,ford,,,98000,automatic,,,,
175,8995,2013,nissan,murano platinum,6 cylinders,130423,automatic,JN8AZ1MU2DW208627,,SUV,black
176,2400,2002,chevrolet,tahoe ls,8 cylinders,194956,automatic,1GNEC13Z12R156485,,SUV,black
177,7295,2007,hyundai,veracruz,6 cylinders,77580,automatic,KM8NU73C57U010630,mid-size,SUV,black
178,3495,2006,pontiac,g6 gtp,6 cylinders,162033,automatic,1G2ZM351864286040,,convertible,grey
179,3500,2009,toyota,camry,4 cylinders,191538,automatic,4T1BE46K79U795611,,sedan,black
180,8400,2008,chevrolet,tahoe z71,8 cylinders,176353,automatic,1GNFC13018R225996,full-size,SUV,white
181,3600,2006,mitsubishi,lancer,4 cylinders,133000,automatic,JA3AJ26E86U011487,,sedan,white
182,4200,2006,honda,odyssey ex-l w/ dvd,6 cylinders,129046,automatic,5FNRL38706B017263,mid-size,wagon,silver
183,39900,2015,bmw,x6 m,8 cylinders,,automatic,,,SUV,blue
184,18795,2015,toyota,avalon,6 cylinders,30680,automatic,4T1BK1EBXFU152528,,sedan,custom
185,13500,1977,chevrolet,c10,8 cylinders,,automatic,,,pickup,
186,17595,2010,ford,f150 supercrew cab,8 cylinders,135536,automatic,1FTFW1EVXAFC01583,,pickup,black
187,3200,2000,toyota,,,,automatic,,,,black
188,4200,2007,ford,focus,,,automatic,,,,black
189,3200,2008,mazda,6,,,automatic,,,,silver
190,56995,2017,volvo,vnl,,608498,automatic,4V4NC9EH8HN976188,,,blue
191,22500,2016,ford,edge titanium awd,4 cylinders,46850,automatic,2FMPK4K90GBB67653,,SUV,grey
192,8300,2013,ford,escape se fwd,4 cylinders,116500,automatic,1FMCU0G96DUD12274,mid-size,sedan,blue
193,1700,1999,toyota,corolla,4 cylinders,135000,automatic,,sub-compact,sedan,silver
194,19495,2014,chevrolet,camaro,8 cylinders,78954,automatic,2G1FK1EJ3E9136043,,other,white
195,18295,2016,subaru,wrx,4 cylinders,50824,manual,JF1VA1B63G9817615,,sedan,white
196,22995,2018,nissan,frontier,6 cylinders,,automatic,1n6ad0ev8jn726526,mid-size,truck,red
197,12495,2015,volkswagen,golf,4 cylinders,75915,automatic,3VW2A7AU4FM036602,,other,white
198,36900,2013,ford,f250 lariat 4x4,8 cylinders,66800,automatic,1FT7W2BT9DEA03763,full-size,pickup,white
199,16495,1951,chevrolet,deluxe,6 cylinders,72627,automatic,5JKE47973,,other,white
200,21500,2008,gmc,sierra 2500 hd,8 cylinders,224878,automatic,1GTHK23688F132408,full-size,truck,black
201,16900,2017,toyota,rav4,4 cylinders,51300,automatic,,,SUV,white
202,27400,2017,mercedes-benz,gla250 4matic,,12340,automatic,WDCTG4GBXHJ331045,,,
203,12000,2012,ford,f-150,8 cylinders,151000,automatic,H,mid-size,truck,silver
204,1500,1998,,F150,6 cylinders,187000,automatic,Clear,full-size,pickup,white
205,1800,2004,nissan,xterra,,,automatic,,,SUV,silver
206,10795,2014,volkswagen,passat,4 cylinders,79187,automatic,1VWBN7A35EC103297,,sedan,silver
207,16695,2008,toyota,fj cruiser,6 cylinders,163658,automatic,JTEBU11F18K010456,,SUV,yellow
208,9000,2007,chevrolet,tahoe,8 cylinders,165000,automatic,,full-size,SUV,custom
209,11000,2001,jaguar,xk8,,78000,automatic,SAJDA42C51NA22467,compact,convertible,
210,9999,2012,volkswagen,golf,4 cylinders,69502,manual,WVWNM7AJ4CW058544,,other,blue
211,6495,2008,jeep,liberty,6 cylinders,130535,automatic,1J8GN28K78W261824,,SUV,black
212,9995,2013,volkswagen,passat,4 cylinders,85111,automatic,1VWCN7A33DC037996,,sedan,custom
213,12795,2012,volkswagen,touareg,6 cylinders,140776,automatic,WVGEK9BP6CD009714,,SUV,custom
214,9795,2014,volkswagen,beetle,4 cylinders,106696,automatic,3VWJL7AT6EM609592,,other,blue
215,11495,2013,fiat,500,4 cylinders,26473,manual,3C3CFFFH6DT634082,,other,custom
216,17495,2012,ram,1500 quad cab,8 cylinders,82882,automatic,1C6RD7FT1CS303603,,pickup,black
217,22495,2016,bmw,x1,4 cylinders,54489,automatic,WBXHT3C33G5E50312,,SUV,white
218,9995,2012,kia,optima,4 cylinders,101172,automatic,5XXGN4A66CG055131,,sedan,silver
219,4250,2004,ford,expedition,8 cylinders,203972,automatic,1FMPU16L54LB26042,,SUV,silver
220,16995,2015,volvo,xc60,4 cylinders,69699,automatic,YV440MDK5F2701356,,SUV,custom
221,7995,2004,jeep,wrangler,6 cylinders,132920,manual,1J4FA39S84P708940,,SUV,red
222,29795,2016,toyota,4runner,6 cylinders,57645,automatic,JTEBU5JRXG5393568,,SUV,red
223,22795,2015,toyota,highlander,6 cylinders,54322,automatic,5TDZKRFH1FS076481,,SUV,blue
224,20495,2018,honda,civic,4 cylinders,17082,automatic,SHHFK7H40JU230238,,other,grey
225,27795,2015,mercedes-benz,gl-class,6 cylinders,63380,automatic,4JGDF6EE1FA595897,,SUV,white
226,6495,2013,hyundai,accent,4 cylinders,111060,automatic,KMHCT4AEXDU491256,,sedan,blue
227,12795,2014,ford,fusion,4 cylinders,66747,automatic,3FA6P0K91ER358495,,sedan,
228,10795,2012,audi,a6,4 cylinders,96293,automatic,WAUCFAFC8CN142295,,sedan,silver
229,36495,2015,gmc,yukon,8 cylinders,88244,automatic,1GKS2CKJ7FR150030,,SUV,custom
230,24595,2008,ram,3500 mega cab,6 cylinders,139400,automatic,3D7ML49A48G112180,,pickup,white
231,15495,2015,ford,fiesta,4 cylinders,27730,manual,3FADP4GX9FM213693,,other,red
232,17495,2015,honda,odyssey,6 cylinders,62751,automatic,5FNRL5H42FB081807,,other,silver
233,14495,2012,jeep,grand cherokee,6 cylinders,103117,automatic,1C4RJFAG1CC291565,,SUV,custom
234,18795,2014,gmc,acadia,6 cylinders,85961,automatic,1GKKVSKD8EJ172384,,SUV,white
235,9995,2012,jeep,liberty,6 cylinders,106169,automatic,1C4PJMAK4CW105189,,SUV,silver
236,8995,2012,toyota,prius v,4 cylinders,166594,automatic,JTDZN3EU4C3048254,,wagon,silver
237,12145,2017,nissan,sentra,4 cylinders,30853,automatic,3N1AB7APXHY358245,,sedan,silver
238,7995,2009,subaru,outback,4 cylinders,134561,automatic,4S4BP61C997348105,,wagon,white
239,36455,2019,toyota,4runner,6 cylinders,13624,automatic,JTEBU5JR5K5633778,,SUV,custom
240,32475,2015,toyota,tundra crewmax,8 cylinders,61774,automatic,5TFDW5F14FX436931,,pickup,red
241,36795,2019,toyota,highlander,6 cylinders,12621,automatic,5TDJZRFH9KS955388,,SUV,silver
242,10595,2016,hyundai,elantra,4 cylinders,59645,automatic,5NPDH4AE6GH739575,,sedan,white
243,10295,2013,toyota,camry,4 cylinders,154852,automatic,4T1BD1FK3DU071456,,sedan,white
244,23995,2015,jeep,wrangler,6 cylinders,64438,automatic,1C4HJWDG9FL601862,,SUV,silver
245,13795,2017,nissan,altima,4 cylinders,64377,automatic,1N4AL3AP8HC169921,,sedan,silver
246,20945,2017,nissan,maxima,6 cylinders,31034,automatic,1N4AA6APXHC404858,,sedan,silver
247,22795,2016,lexus,is,4 cylinders,27737,automatic,JTHBA1D2XG5024759,,sedan,silver
248,12000,2016,,nissian altima,4 cylinders,87000,automatic,,full-size,other,black
249,2895,2003,chrysler,concord l,6 cylinders,,automatic,3h500984,,,silver
250,7900,2005,lexus,rx 330,6 cylinders,130940,automatic,2T2HA31U45C071729,,SUV,white
251,10500,1986,chevrolet,corvette,8 cylinders,46500,automatic,1G1YY0781G5105322,,coupe,silver
252,8600,2008,lexus,is 250,6 cylinders,131000,automatic,,mid-size,sedan,white
253,1600,1995,toyota,camry,,,automatic,,,sedan,
254,5900,2006,ram,1500 crew cab,8 cylinders,148000,automatic,,full-size,truck,white
255,8000,2013,chevrolet,sonic ltz,4 cylinders,89000,automatic,,mid-size,sedan,grey
256,5200,2004,dodge,durango 4x4,8 cylinders,127465,automatic,,full-size,SUV,black
257,9600,2006,ram,2500,8 cylinders,97205,automatic,,full-size,truck,white
258,14255,2014,mini,cooper convertible,4 cylinders,34265,automatic,,mid-size,convertible,white
259,14995,2015,toyota,prius,4 cylinders,43125,automatic,,mid-size,sedan,white
260,24800,2011,ram,2500 diesel,6 cylinders,150505,automatic,,full-size,truck,white
261,14255,2008,ram,2500 slt,8 cylinders,77235,automatic,,full-size,truck,white
262,0,2013,,International 4300M7 SBA 4x2,,,manual,,,,
263,31000,2016,ford,mustang gt premium,8 cylinders,34000,automatic,,mid-size,coupe,red
264,2600,1986,toyota,tacoma,4 cylinders,187000,manual,,compact,pickup,blue
265,21900,2018,honda,civic,4 cylinders,,manual,,compact,coupe,white
266,5995,2013,nissan,pathfinder sv,6 cylinders,,automatic,,mid-size,SUV,black
267,1500,1998,ford,mustang,8 cylinders,,automatic,,,,
268,3999,2007,ford,taurus sel,6 cylinders,98430,automatic,,,sedan,silver
269,22500,2014,jeep,wrangler unlimited,,65000,manual,1C4HJWDG8EL221295,full-size,other,grey
270,500,1999,,A4 Quattro,4 cylinders,258000,automatic,,,sedan,red
271,5000,2001,chevrolet,silverado 2500hd,8 cylinders,,automatic,,full-size,pickup,grey
272,4500,1997,ford,f-250,8 cylinders,250000,automatic,,full-size,pickup,white
273,15350,2017,nissan,altima,4 cylinders,40000,automatic,1N4AL3AP2HC118706,mid-size,sedan,grey
274,3350,1993,lexus,sc300,6 cylinders,127000,automatic,,mid-size,coupe,green
275,8300,2011,ford,mustang,6 cylinders,109050,automatic,,mid-size,coupe,red
276,23900,2013,bmw,x6,8 cylinders,,manual,,,SUV,grey
277,2000,1998,gmc,suburban 1500,8 cylinders,214048,automatic,1GKFK16R5WJ716920,full-size,SUV,white
278,2000,1977,chevrolet,k10,8 cylinders,100000,automatic,CKR147Z167007,full-size,pickup,red
279,10700,2003,ford,f-350,6 cylinders,315000,manual,1FTSW31P73EC28654,,truck,brown
280,18995,2008,ford,f250 super duty crew cab,8 cylinders,170909,automatic,1FTSW21R28EA88662,,pickup,white
281,18495,2007,chevrolet,silverado 2500 hd crew cab,8 cylinders,148411,automatic,1GCHC236X7F512300,,pickup,brown
282,10295,2015,chrysler,200,4 cylinders,65731,automatic,1C3CCCAB5FN719086,,sedan,white
283,18995,2017,acura,ilx,4 cylinders,39238,automatic,19UDE2F73HA007339,,sedan,white
284,25795,2011,gmc,sierra 2500 hd crew cab,8 cylinders,190330,automatic,1GT125C89BF244193,,pickup,white
285,24495,2016,honda,pilot,6 cylinders,75186,automatic,5FNYF6H51GB010472,,SUV,blue
286,10795,2008,subaru,impreza,4 cylinders,119433,manual,JF1GH75688G811437,,wagon,white
287,18795,2016,dodge,challenger,6 cylinders,47639,automatic,2C3CDZAG0GH153733,,other,black
288,42999,2001,bmw,m5,,53393,manual,WBSDE93431BZ99203,,,
289,15000,2008,ford,super duty f-350 drw,8 cylinders,140500,automatic,,full-size,truck,white
290,12795,2015,honda,cr-v,4 cylinders,51197,automatic,5J6RM3H35FL003022,,SUV,black
